frecuencia neg,frecuencia pos,palabra
1,1,regenerating
3,3,naught
1,1,contagion
0,1,overextending
1,1,eminem
0,3,peabody
0,1,humanitas
0,1,inactivity
16,3,brittany
0,1,bruan
0,1,deified
1,1,saturate
1,1,awoken
0,3,tra
4,1,unpalatable
0,2,reigned
1,3,commandeered
0,1,bedded
5,9,cramer
0,6,turpin
2,2,langdon
16,2,overacted
0,1,characterswell
1,2,rapier
1,3,claymore
2,2,fencer
2,4,thrusting
0,1,rapiers
0,1,parrying
0,1,changdong
0,1,doyeon
0,8,shinae
0,1,sino
0,2,jongchan
0,1,kangho
0,1,novelistic
1,1,ruminations
1,4,deviations
0,1,scylla
0,1,charybdis
0,1,eumaeus
0,1,swineherd
0,3,hollywoodish
0,2,wyld
0,1,stallions
0,1,bednob
0,1,malil
19,1,kat
0,1,dennings
0,1,deflowered
2,2,debunking
3,1,ribbing
0,1,paloozas
0,1,demystifying
0,1,untrusting
0,1,acual
0,1,crocket
0,2,upbraids
0,1,sortee
0,1,prerogatives
0,1,dickinsons
0,1,southron
5,2,favoured
0,3,osteopath
0,1,garcin
0,1,ssst
0,1,mondje
0,1,dicht
0,1,excellance
1,2,darlanne
3,3,fluegel
3,1,sedan
2,1,dangly
1,1,ruck
2,3,gladiators
2,2,gardening
0,1,totalled
0,1,apc
1,4,outstay
0,1,miniguns
10,4,swap
0,1,montreux
0,2,lachlan
0,1,sibblings
0,1,autorenfilm
0,1,musset
0,1,doppelg
0,1,nger
0,3,seeber
0,2,lyduschka
1,2,troublemaker
3,2,leer
8,6,golem
0,1,inaugurate
0,3,lideo
0,1,ponies
1,1,raunchiest
2,1,wastebasket
0,1,favorit
0,2,aniversy
0,1,poppens
0,2,condescendingly
9,2,legitimacy
0,1,tomreynolds
2,2,discriminate
0,1,fragglerock
1,3,gummi
0,6,cloudkicker
0,2,sprit
0,1,plaggy
0,2,scenography
0,3,subcommander
1,5,hoshi
0,1,inequitable
3,3,smog
0,2,jism
0,1,lazarous
1,1,repulsing
0,1,redraws
0,1,undefinable
0,1,gestaldi
0,1,barboo
0,3,stavros
0,1,felleghy
1,5,dupont
8,4,uncharted
2,1,slashings
3,1,fahrenheit
2,1,unsteady
2,3,environmentally
0,1,unsustainable
0,2,varsity
0,1,ob
3,1,philosophers
0,2,unanswerable
0,1,astra
5,2,stored
6,1,cumulative
3,1,imposes
1,4,dismissing
0,1,intuitions
1,1,deprive
5,4,lacan
1,1,digressive
0,1,fizzing
0,1,cinephilia
0,1,seperate
26,3,stupidly
0,1,fo
0,1,wordwhat
0,1,glitterati
1,1,fervour
0,1,encroach
3,1,nri
2,1,authoress
0,6,konkona
0,1,profligacy
1,3,cog
0,1,anjali
0,1,rehan
0,1,airhostess
0,1,arora
0,1,tyagi
2,2,penning
0,1,sanjeev
4,1,datta
0,2,brims
6,1,paedophilia
3,1,kilometers
5,6,ravaged
0,1,bandekarrating
0,1,oftenly
3,8,fav
0,1,appropriates
0,1,smalltalk
2,3,mistrust
0,1,kittenishly
0,1,ladyship
0,3,selden
0,1,meres
0,1,crinolines
0,1,plumpish
0,1,worlde
0,1,veight
0,1,bahgdad
0,1,vieght
1,1,dupree
4,10,feathers
1,1,castigate
0,2,sacre
0,1,couer
0,1,destines
4,1,togan
2,1,inexistent
1,3,hikers
0,2,valleys
0,1,deulling
3,1,manliness
1,1,theorized
1,1,dicey
3,4,rs
2,3,steadfastly
0,1,coyotes
1,3,lui
5,1,omit
0,1,foremans
5,2,juno
0,4,burnstyn
3,2,skank
2,2,hefner
1,1,hijinx
0,2,myoshi
2,1,bionic
0,1,altruistically
2,2,spied
0,1,gwangwa
1,1,splintered
2,3,characterless
0,2,cymbal
1,2,tastier
9,3,johny
3,2,obliges
6,1,proposing
1,1,pinkie
4,3,sartre
1,2,cleanly
6,3,divorcee
0,1,slobbish
0,2,magnificant
1,2,replicating
0,2,fantasized
3,2,outcry
4,10,arlington
0,1,tolerates
3,2,gorillas
0,1,thanku
0,1,figtings
1,2,skirmish
0,1,insectoids
0,1,rockfalls
4,2,carts
0,1,faun
0,1,filmslike
0,1,morethan
0,1,thedirector
0,1,hecertainly
1,1,hehas
0,1,whilereminding
0,1,thisis
0,1,nottingham
0,1,gisborne
5,2,friar
0,1,miah
0,1,assi
0,1,chutki
0,1,naab
0,1,daal
0,1,megalomanic
0,1,kesey
0,1,babbs
1,2,morays
1,1,ey
0,1,oregonian
0,1,garsh
5,3,chiefs
0,1,enfilren
0,1,androvsky
3,1,takingly
0,1,uder
5,2,disappearances
0,1,baltron
17,2,stahl
1,1,cadby
0,4,cavett
0,1,masseratti
0,1,dorthy
1,1,spank
0,1,malones
2,2,indolent
3,2,hatched
2,2,railways
11,1,patchy
0,1,outranks
0,2,joxs
1,1,geysers
0,1,grinded
1,2,accessories
0,2,lockett
0,1,leesville
0,1,alexanderleesville
21,3,someones
0,1,iconographic
0,1,trailblazers
4,1,fetishism
1,1,unshakeable
0,1,unchangeable
0,2,tigra
0,1,necron
1,2,hella
0,1,noms
0,1,fictively
10,1,bb
0,1,neuman
0,1,satired
5,1,lowering
0,5,liebman
0,1,agaaaain
8,1,cringeworthy
0,1,vaut
0,1,peine
6,3,perk
2,2,contradicted
0,2,autons
0,2,unquiet
1,1,callow
0,1,gelf
0,3,slitheen
6,2,ecclestone
0,2,recollects
0,1,tamsin
1,1,barrowman
1,1,thriteen
1,1,daleks
0,1,fidois
0,1,robinon
0,1,nervy
0,1,conelley
1,4,tonal
15,6,pok
2,1,detaching
10,1,schwimmer
0,2,fatboy
0,4,dreamworld
0,1,horroresque
4,3,splashing
2,1,spaz
0,2,spazz
6,1,toothbrush
0,1,actingwhen
0,1,inreign
0,1,scenedon
0,1,doesadam
0,1,smithi
0,1,exc
0,1,crookedness
0,1,deceitfulness
0,1,prophesied
0,1,perogatives
0,1,hittite
2,1,runnin
4,2,deity
8,2,pestilence
0,3,stoning
0,2,kingdoms
0,1,penitently
1,2,constellations
0,1,dostoyevski
0,1,marmeladova
4,1,andersen
0,2,acidity
0,1,amnesic
1,1,gandofini
0,1,explicated
0,1,bestowing
4,2,pisses
2,1,luridly
0,1,automag
3,3,quip
1,2,lalo
0,1,schfrin
0,1,texturally
0,1,glassily
4,2,scummy
0,1,falsifies
0,1,unpremeditated
0,3,facilitates
3,3,underpinned
0,1,brogues
0,1,buddhas
3,1,taliban
0,1,gaspy
0,1,marring
0,1,japanse
0,1,iberian
0,1,peninsular
0,1,adiego
4,2,arturo
3,2,concerted
2,1,timber
0,2,belittling
0,1,petunias
1,1,pigsty
0,1,tarantulas
1,1,campground
0,1,blueberry
0,1,kimberley
0,1,overwind
4,1,gcse
18,3,jeez
1,2,catacombs
1,1,advocacy
3,1,advocating
0,1,undisclosed
3,1,sender
0,1,bellhops
1,1,jasmin
0,1,tabatabai
1,10,roshan
2,1,textural
0,2,sturla
0,2,gunnarsson
2,3,icelandic
0,1,dastor
0,1,chowdhry
0,1,unbeguiling
0,1,sooni
0,1,taraporevala
9,2,salaam
7,1,partake
0,1,fridrik
0,1,fridriksson
10,9,memorial
9,3,preteen
0,2,dispels
0,13,boop
0,1,bittorrent
0,1,downloaders
1,1,valuation
4,1,malfunctions
7,2,zombified
0,1,burry
0,1,internationalize
0,1,enthusiams
3,2,reoccurring
0,1,abductors
2,3,oodles
0,1,categorical
0,1,curser
1,1,defaults
0,1,consonant
0,1,salesmanship
18,2,sleepwalking
4,1,convolutions
0,1,therefrom
0,3,antiseptic
0,1,yosimite
0,3,racecar
1,2,luxuriant
0,1,eightiesly
0,1,vaccuum
0,1,burty
4,1,dished
0,1,kibitzed
0,2,whiting
4,4,rand
0,1,xylophonist
1,2,langford
4,1,groundwork
6,3,grins
2,3,mcmanus
0,3,pomeranian
1,2,striped
8,1,candlelight
0,1,afterworld
5,2,ons
6,2,shabbily
0,1,backstabbed
4,2,impervious
0,1,malignancy
0,1,bookending
0,1,ineluctably
1,2,morass
0,1,sandbagger
0,1,ipcress
4,2,vicarious
4,2,pillar
0,2,osd
3,1,castings
7,4,robotech
2,1,publicised
5,3,macek
10,3,crate
0,3,gibbler
6,1,pierced
2,3,brightens
0,1,responisible
1,3,rages
2,1,exalted
9,2,restraining
1,2,unrecognised
0,1,feint
0,1,unattuned
4,3,assertions
0,1,numerically
7,1,lib
2,4,wintry
0,1,timoteo
0,1,ongoings
0,1,psychomania
0,3,scrying
0,1,choronzhon
2,1,twits
0,1,burundi
3,2,frock
3,4,despotic
7,1,freshmen
0,1,checkmate
7,2,degenerated
1,3,reprised
2,2,winslow
0,2,digitech
37,1,steaming
3,1,salaries
0,1,convite
0,1,reimburse
0,1,lasorda
1,1,lethally
1,3,disclosing
0,2,antes
0,1,saiba
0,1,voc
0,1,morto
0,2,curis
2,6,gander
0,1,scallop
2,1,scrip
0,1,pressuburger
1,1,forewarn
6,2,drips
0,2,coerces
0,1,stimulations
1,1,unvarnished
2,3,bestial
3,1,overstates
0,1,sidebars
1,2,crooning
1,2,biscuits
1,1,highpoints
1,1,loutishness
0,1,vulturine
0,1,brassware
0,1,squirmishness
1,3,typist
1,4,withdraw
0,1,genina
0,1,tographers
0,1,nee
0,1,dirtballs
0,1,transmitters
0,1,secreted
0,1,lamposts
0,1,fredrich
0,1,strasse
3,2,roper
0,1,toland
0,1,gibs
0,1,englands
0,1,kavanah
0,1,qc
1,2,plater
0,1,beiderbecke
46,14,puerto
7,2,ricans
0,1,augments
0,1,boricuas
21,3,rican
1,1,invisibly
2,1,implode
23,8,ate
0,1,moy
0,1,benis
0,1,catalysis
0,1,convulsed
0,1,neptunemonday
0,1,neptunefew
0,1,centennial
5,4,instructors
9,1,addy
0,1,motorhead
0,1,hainey
0,1,druggies
14,2,psychos
0,2,loon
3,2,brace
0,1,ump
0,1,teenth
1,1,boneheads
5,6,syndicated
3,2,oater
0,2,hardin
0,1,tonto
0,1,palazzo
0,1,volpi
0,1,freakness
0,2,phenomenons
1,1,idolatry
1,1,woth
0,1,mineshaft
0,2,machat
0,2,carasso
0,1,nekoski
0,1,edwrad
0,1,toads
2,1,chinnery
0,1,tipps
0,1,plastics
1,1,plums
2,1,nosebleeds
0,1,passersby
1,2,voguing
0,2,beija
0,1,dupr
0,1,xtragavaganza
1,2,commemorated
9,1,malcom
0,2,newcomb
0,1,derivations
0,1,velvets
0,1,fossilised
2,1,eschewing
0,1,hirarala
0,2,hirarlal
0,1,gulab
7,3,neglecting
2,1,containment
0,1,headbangin
1,1,mikl
0,1,downplaying
1,1,acuity
0,1,scarefest
13,4,parodying
3,2,killjoy
1,1,dweeby
0,1,lakeridge
1,1,spiritedness
0,1,perishes
0,1,orgolini
0,1,soisson
0,1,rhet
0,1,topham
2,1,thingie
9,3,indoors
0,1,snowbank
0,1,reasonbaly
0,1,andaaz
0,1,heroins
0,1,embalmer
0,1,algerians
0,1,lachlin
0,1,brosan
3,2,margarita
2,1,clamoring
0,2,maturely
0,2,scraggy
1,1,hushed
0,1,acquaints
0,5,armistead
1,5,maupin
0,1,stetner
2,2,sew
1,2,denizen
0,2,bugler
0,1,unerringly
5,1,monstrously
2,1,covey
0,1,goombaesque
0,1,bauxite
1,1,minerals
0,1,dunebuggies
3,1,plywood
0,1,hemet
0,1,nickeleoden
0,1,mellissa
0,1,clarrissa
0,1,pushkin
0,1,glittery
1,1,flounces
8,2,catatonic
0,2,elsinore
1,1,glider
0,3,sailplane
0,1,ivans
0,1,booz
0,1,corwardly
6,3,clifton
0,1,wingham
2,2,familar
1,1,unwieldy
3,1,pasting
1,1,wrangle
0,2,familiarized
2,1,largesse
1,3,suarez
0,3,yulin
1,1,extorts
0,1,intercede
0,1,torresani
0,1,piccin
0,2,friedo
0,1,urucows
0,1,uruk
1,1,pupsi
0,1,telehobbie
0,1,rackaroll
0,1,schleimli
0,1,fondue
0,1,jacquelyn
1,1,onasis
6,4,hazard
0,1,lambastes
0,1,companys
0,1,roadwarrior
5,2,venantino
8,4,venantini
0,1,briganti
2,1,dardano
2,1,sacchetti
2,4,luca
0,2,paura
0,1,citta
2,1,dei
0,1,morti
0,1,viventi
1,1,dainty
0,1,hankie
2,4,chats
0,1,soxers
0,1,moravia
0,1,delanda
0,1,domenic
0,1,rosati
0,1,rockumentaries
1,1,wilco
4,6,dw
2,3,fillers
1,1,diverged
8,2,capitol
1,1,unmediated
0,1,nonproportionally
1,1,commodified
1,2,palpably
0,1,disinvite
1,3,croon
5,2,lullaby
0,1,dratic
0,2,honkeytonk
1,1,buffett
0,1,scootin
1,1,sweatshops
0,1,globalism
3,2,soapbox
0,1,importers
4,2,sickened
1,2,sweepers
1,2,architects
2,2,idolized
2,2,sleaziest
1,1,trashiest
0,1,hershell
1,1,overweening
0,1,mankin
3,4,wiley
0,2,nexus
2,2,lanka
0,1,conquerors
0,1,teak
0,1,jalees
1,1,mcmillan
0,1,blandishments
0,1,tacitly
1,2,overarching
1,2,elation
2,1,agriculture
1,1,reba
0,1,mcentire
1,1,impeded
0,1,rapyuta
0,1,hime
1,1,cartooning
3,1,overdubs
3,2,tres
2,1,rugrats
0,1,inigo
1,1,montoya
1,1,marnie
3,2,tippi
0,1,hedrin
2,1,schlub
2,1,idiocracy
0,1,blister
0,1,bolha
0,1,soderburgh
5,8,unraveling
2,1,timidity
0,1,bolvian
5,1,piffle
6,4,hume
0,1,chesley
0,1,bonestell
0,4,moti
0,1,meador
0,3,bellerophon
0,1,miniskirt
0,1,calibanian
0,1,dalian
0,1,krel
1,1,ellipses
1,1,allegories
0,1,skinnydipping
1,1,sip
1,1,slingshot
2,1,concubines
4,2,sandals
0,2,sidelined
7,1,gormless
1,2,quake
0,1,intransigent
0,1,unreconstructed
0,1,barbarically
0,1,bondian
1,1,yas
0,1,milliardo
0,3,noin
0,1,johhny
0,4,duccio
0,7,tessari
0,1,gandus
1,2,ugo
0,1,liberatore
0,1,verucci
0,1,actioneer
1,1,godson
12,2,hatchet
1,1,subscribes
0,3,grandad
1,2,redoubtable
2,1,byplay
0,2,rodders
1,1,pulpit
0,1,icecap
1,1,peasantry
0,1,vampishness
0,1,harlot
0,2,vandeuvres
0,2,understandings
0,1,gleanings
0,1,regatta
5,2,alden
0,1,gamezone
2,1,eject
0,2,sanna
0,2,hietala
0,1,juha
0,1,kukkonen
0,1,heikkil
2,1,sweatshirt
0,1,absolutelly
0,7,junkermann
1,3,salka
1,2,viertel
0,1,floozie
0,1,resse
1,2,instalments
1,1,underhand
4,1,pandering
2,2,sleeveless
0,1,ziegfield
0,2,dracht
12,2,poehler
6,1,uncool
1,2,oreos
5,4,drifted
0,1,deferred
0,1,delineate
0,1,womanness
0,1,inners
0,2,optimally
2,1,warping
0,2,causality
0,1,imputes
0,1,cineliterate
0,1,ooky
1,1,ramped
2,1,gaines
2,2,mausoleum
0,1,gazongas
0,2,tbu
2,3,tutors
1,1,seasick
1,2,firelight
0,1,glistening
0,1,brilliantness
7,9,facilities
1,1,shinning
4,2,railsback
1,2,tenshu
3,1,electrocute
9,3,temp
0,1,glassed
1,1,blaster
4,1,aragami
0,1,rekka
0,1,sakaki
4,1,ryuhei
0,1,sakaguchi
0,1,takuand
1,1,tsutomu
1,1,corollary
0,2,flyfishing
3,1,presbyterian
0,2,flyfisherman
0,2,dartmouth
1,1,grills
0,1,quakerly
1,1,gurgle
0,1,scrabbles
2,3,misadventure
2,2,nuptials
0,1,braking
0,1,voracious
0,1,synthpop
0,1,gnashes
0,1,themhi
0,1,cyberspace
1,3,mcclane
0,1,blathered
0,1,toxicity
0,2,rieckhoff
0,1,camilo
0,1,turrco
0,7,akane
0,1,kasumi
0,1,nabiki
0,2,inuyasha
5,1,maison
0,1,ikkoku
0,1,walthal
2,1,hypnotize
3,1,salesmen
0,2,reveled
1,2,beginner
0,1,comlex
0,1,gramme
0,1,simuladores
0,3,nyatta
0,4,nyaako
0,1,gretal
2,1,bedeviled
7,2,adrift
0,1,stows
0,1,hornophobic
0,1,hornomania
0,1,menaikkan
0,1,bulu
0,1,chavalier
0,1,baurel
0,1,boulevardier
0,2,hadfield
0,1,tlog
2,2,sufferers
0,1,benignly
0,1,vegetate
1,1,widowhood
4,2,alerted
1,2,cads
0,1,bubblingly
1,1,trysts
0,1,enfolding
0,1,disporting
0,1,stoutest
0,3,inescapably
0,2,discomfited
0,2,blesses
3,2,hopped
0,1,radicalize
0,1,tolland
0,1,healthful
0,1,asphyxiated
0,1,convulsively
1,1,donahue
4,2,suess
2,8,quieter
2,2,bribery
0,1,suede
5,1,kosovo
1,1,derivatives
8,3,carver
9,3,jasmine
0,1,predictive
0,1,truncheons
14,2,sas
0,1,chaffing
1,1,starched
0,1,robben
5,2,buffoonery
0,1,kranks
0,2,kinugasa
5,2,layering
0,1,carotids
0,1,hyperventilate
2,1,dredged
1,1,clung
0,4,surrendering
0,2,griever
0,2,westbridge
9,1,greendale
0,2,enrolled
0,1,bedingfield
0,2,wilkerson
1,1,stroud
7,1,greydon
1,1,waterworks
0,2,woodrow
3,1,beeping
1,6,rollo
0,2,contentment
0,1,funt
1,1,railrodder
0,1,fettle
0,1,suceed
5,4,stain
0,1,adm
0,1,lanna
1,1,quad
11,2,wuss
0,1,cpl
0,1,upham
0,1,aggresive
1,3,bulgakov
1,1,estrogen
0,3,redress
0,1,commitophobe
3,1,superbabies
0,1,dowling
3,4,delores
0,1,dike
2,1,raking
2,1,titanium
23,3,nasa
0,2,trinkets
1,1,blotch
1,1,leech
1,1,crossers
2,1,extremis
4,3,parlour
2,1,gents
2,2,guffaw
2,2,pornographer
1,1,adulterer
1,1,teflon
4,2,fleshing
3,2,pervy
1,2,doreen
0,1,meowed
1,1,refrigerators
4,1,baskets
0,1,patties
1,2,pillows
0,4,kramp
1,3,psa
6,3,elicited
0,1,parlous
0,1,himy
2,2,approximate
5,1,tftc
1,1,traynor
1,3,excelent
0,1,altough
0,1,maby
3,1,caverns
3,3,atlantean
3,4,civilizations
0,1,atlanteans
2,5,punctuate
0,1,digges
1,3,discharge
0,1,maisie
0,1,angelus
0,1,sudan
0,1,beserk
0,1,moviesi
0,6,cybersix
0,1,luved
0,1,sieldman
0,1,reichter
78,3,dreck
0,2,convalesces
2,3,awol
0,1,brokenhearted
0,1,bacula
2,3,righteously
4,2,giver
3,2,crone
0,3,hlots
0,1,deniable
0,1,layouts
0,1,concoctions
1,2,williamsburg
1,2,haywire
0,1,jaliyl
0,1,gomba
0,1,landsman
0,1,santons
0,1,francoisa
0,1,welshing
0,1,outvoted
0,1,sulked
0,1,stepfamily
0,1,bibbidy
0,1,bobbidy
0,1,tinkerbell
2,3,wonderment
0,1,okiyas
0,1,spescially
0,1,guineas
0,1,dubliners
0,4,tombes
4,2,lantern
1,2,broth
3,1,deepness
0,3,gurgling
2,2,errant
1,2,speakeasies
0,1,quinten
0,1,tarrantino
0,1,cunninghams
1,2,accosts
0,1,dampens
7,1,jog
1,1,preordained
0,1,henshall
0,2,griffths
1,2,flowered
4,2,patting
0,1,tulips
0,1,spooning
4,2,frown
0,1,kati
0,1,offto
0,1,suspensewith
0,1,morein
0,1,estherlooks
0,1,solikable
0,1,roleoutside
0,1,formaking
0,1,begandropping
0,1,starslike
5,1,allyson
0,1,firstrate
2,1,atthe
1,1,itmakes
6,1,wasteful
0,1,speculates
4,1,wireless
1,1,intercoms
5,3,thinkers
0,1,spinozean
2,1,ethically
1,1,cabals
3,2,immensity
0,1,deeps
0,1,mattering
2,3,rationalization
0,2,technocrats
1,1,mandates
3,2,tyrants
1,2,belittled
0,2,abolish
7,1,luana
2,1,tristram
1,1,righted
0,1,ooout
0,1,aboooot
0,1,jazmine
0,1,hottiebus
0,1,minorly
0,1,unmanipulated
0,1,refering
0,1,rwtd
0,1,enthusast
4,4,cw
1,1,diologue
4,3,boarder
2,1,scouted
0,1,fasinating
0,1,infantryman
0,1,represenative
0,2,regiments
8,2,ks
4,3,infrequent
0,1,gratitous
0,1,piecesome
6,3,fiancee
0,1,jusenkkyo
1,1,kuno
0,1,kodachi
0,1,happosai
4,1,wringing
0,4,salina
1,1,sanction
0,1,alongs
0,1,correll
1,4,moritz
0,4,bleibtreu
0,4,metschurat
2,1,confusions
0,3,septimus
1,1,leopards
2,2,margotta
3,1,garners
2,1,larner
2,4,perturbed
0,1,apprehensions
1,1,unconventionality
0,1,hideko
0,1,kishikawa
0,3,tamiyo
0,3,kusakari
0,1,wednesdays
2,1,graciousness
0,1,comigo
0,1,goofus
0,4,getz
1,3,neanderthal
2,2,insidiously
0,1,jerkingly
0,1,rumbustious
1,1,ragtime
0,1,trixie
0,1,odbray
0,1,kelton
0,2,slickest
0,1,mindframe
2,2,wholesomeness
3,1,coined
0,1,pleasent
0,1,ridb
0,2,nesson
12,2,semen
0,2,excelling
0,1,abandoningindian
0,5,picaresque
1,1,firey
0,3,luminosity
5,1,vagabond
1,1,inattentiveness
0,1,disillusioning
0,1,citythis
4,1,dumbs
2,3,nailing
6,1,mop
0,1,steepest
1,1,stair
0,1,gunship
3,4,hamlin
0,3,lansford
0,1,monkeybone
14,3,potts
1,4,complicates
0,1,juxtapositioning
0,1,deewano
0,1,badnam
3,1,karo
0,1,devji
1,3,felons
1,1,arn
2,1,southpark
0,1,lochley
1,1,garibaldi
1,1,coped
0,1,soulhunter
0,1,supplements
0,1,sifu
0,1,denoted
1,1,competed
0,1,sibley
0,3,arwen
0,1,glorfindel
1,4,rivendell
1,2,telescoping
2,1,deploy
1,2,gallop
1,1,windmills
0,1,beren
0,1,luthien
0,1,literalism
0,1,sketchily
0,1,ringwraith
0,1,stylisation
0,1,rusticism
0,1,proudfeet
0,2,bilbo
2,3,distort
1,2,bree
0,1,fangorn
6,2,clearing
0,2,moria
0,1,lothlorien
0,1,soundscape
0,1,elven
1,1,uncanonical
0,1,hollin
0,1,weatherworn
0,1,beardy
0,1,numenorians
0,1,minas
0,1,tirith
0,2,excerpted
0,1,subpoints
0,2,groening
3,2,patrolling
1,4,thefts
0,2,rucksack
0,2,stethoscope
0,9,hickory
0,7,dickory
0,1,nicoletis
0,1,cedrick
1,2,scenics
0,1,pumphrey
0,1,honegger
2,1,atheism
5,2,wept
0,1,anglophobe
0,1,effet
0,1,horrifyingand
0,2,octopuses
0,1,quadrilateral
12,1,chunky
0,1,unambiguously
1,5,blachere
4,2,sluttish
0,1,subtitlesonce
0,1,chor
0,1,reaaaal
3,1,terrorised
0,1,monopolist
2,1,regression
7,2,stockholm
5,2,meh
0,1,onyx
0,1,futurescape
1,3,retrieving
0,1,renassaince
4,1,nicol
0,1,ceylonese
1,1,autocratic
0,1,northt
1,2,lawmen
0,1,testoterone
5,1,sensical
0,1,beejesus
1,1,bluffing
1,3,hearsay
1,2,sharpness
2,1,downturn
0,1,linch
0,1,cavanaughso
0,1,watchingsee
0,1,sudetanland
3,6,chump
1,1,hoists
0,1,petard
3,1,austrians
0,1,capitulate
4,1,isobel
0,2,gaga
3,4,militaristic
2,2,informal
1,1,misguidedly
0,1,pawning
0,1,hinge
1,1,crooner
0,1,sophisticatedly
7,1,turds
1,1,swarmed
1,1,encrusted
1,1,royalist
0,1,maidservant
0,1,meudon
1,1,insinuated
0,2,corbomite
3,4,sargent
2,3,barracks
3,4,arkansas
3,1,thermonuclear
0,1,brigadier
1,2,marchers
1,1,underfunded
0,1,reactivation
2,1,seasickness
17,1,patently
5,1,filipinos
6,5,flanders
0,2,adorning
5,1,disapproval
2,2,smight
0,1,memorialized
0,2,pettiness
1,1,inarguably
1,1,braids
0,1,esmerelda
1,4,randle
0,1,discribe
0,1,sso
0,1,misirable
0,1,asco
2,4,penetrated
5,2,drilled
4,1,unevenly
0,1,molemen
0,1,redundantly
0,1,gentil
0,1,camion
0,1,carrefour
0,1,valse
3,1,baranski
1,1,trapp
1,1,cheermeister
4,1,modus
4,1,operandi
2,1,divergent
0,1,catalyzing
0,1,reopening
1,2,snowed
2,1,turntable
0,1,marciano
2,2,intergenerational
1,2,bumblers
0,1,pessimist
0,1,bards
0,1,mantels
0,1,borrower
0,1,thyself
1,2,hoyts
0,1,croydon
0,1,ballers
0,3,callers
0,1,depalmas
0,1,flyweight
5,1,indignation
0,1,falsies
0,2,squirmy
11,3,ringmaster
0,2,tassle
6,1,orangutan
2,1,snout
0,1,chutney
0,1,sigfreid
0,2,preempted
0,1,clarion
3,2,reeler
0,1,chitchatting
1,3,yelchin
0,1,ute
0,1,unbowed
0,1,eightball
0,1,clowes
0,1,escalation
0,1,whidbey
1,1,rudderless
0,2,ovid
0,1,carols
1,1,dunked
0,1,toliet
0,2,electricuted
1,1,disfiguring
0,3,ghillie
0,1,hotbeds
0,3,initiating
1,1,sedition
0,2,palliates
0,1,sumptuousness
1,4,workhouse
0,1,britan
0,1,wacks
0,1,teethed
0,1,aberrations
0,1,trivialia
0,1,characteriology
0,1,wantabedde
0,2,spectaculars
0,1,saxaphone
0,2,sexegenarian
1,1,airplay
3,2,wowing
0,11,vadar
0,1,rougish
0,1,srtikes
0,1,encasing
0,2,carbonite
0,2,reawaken
0,1,mcdiarmiud
0,3,reprieve
0,1,deatn
1,1,bated
0,3,emporer
0,1,kevyn
0,1,thibeau
0,1,wayyyyy
1,1,petey
2,1,chipmunk
0,1,physco
0,1,beeyotch
0,1,mcaffee
0,7,yaara
0,3,scours
0,1,yara
0,1,tali
0,1,gadi
0,1,esperanza
0,1,spinoffs
2,3,newsreels
0,1,kirst
4,1,remarque
0,1,chiaroscuros
3,1,emblematic
5,1,fastidious
8,1,shambling
0,1,uninfected
2,1,evisceration
1,1,impalement
0,1,thespic
0,3,kasey
0,1,rausch
0,1,trumillio
0,1,dunlay
0,1,slambang
3,1,headlong
0,1,skedaddled
0,1,coppery
0,1,decorsia
0,1,galvatron
1,1,autobots
1,1,razors
1,1,bobo
0,1,farcelike
1,4,transsexuals
0,1,huggie
0,1,gonsalves
0,1,houst
0,1,hicock
0,1,cellmate
2,1,grilling
0,1,testy
8,2,thrashing
1,1,corder
0,1,eccelston
0,2,jays
0,1,pajama
0,1,cobern
0,1,emptying
8,4,ammo
0,1,phieffer
0,1,probalby
3,2,peopled
8,3,diatribe
3,4,initiation
0,1,identi
0,1,colorizing
0,1,thandie
3,1,brownie
0,1,trousdale
1,4,giggled
0,1,deferent
3,1,rahman
0,2,triers
50,3,dillinger
15,5,purvis
1,1,lynchings
0,1,wiretapping
5,1,primetime
0,1,overkilled
1,2,tadpole
0,1,hackdom
5,1,toon
5,2,sanctuary
0,1,bejesus
0,1,deforest
0,1,assays
0,1,uuniversity
0,1,ameliorated
0,1,melyvn
2,1,malpractice
2,2,snowstorm
3,2,steadicam
1,1,basements
3,16,eskimo
0,2,whalers
1,3,darken
13,3,orgies
2,1,enforces
0,2,adventist
0,1,choppers
0,1,schepsi
1,1,volt
3,1,alecky
3,3,zefferelli
0,1,ality
1,2,possessively
0,1,messanger
0,2,roue
1,3,pallette
0,1,juts
1,1,pocketing
6,1,lazerov
1,1,rafe
0,1,polack
1,1,ozone
1,2,stairwells
1,1,unamused
0,1,engrosing
0,1,dapne
0,1,refreshment
0,1,dauntless
2,2,pollyanna
0,1,cont
0,1,duwayne
0,2,greist
0,7,burnford
3,1,benji
0,2,thall
0,2,chevalia
0,1,teensploitation
0,1,shimomo
0,1,anthonyu
0,1,vieller
0,1,wyne
1,2,recessive
0,1,uniformity
1,1,workin
6,1,aint
1,1,disneyworld
0,2,dreamtime
2,1,bafflement
5,1,ferrel
0,1,apricot
0,1,darthvader
0,1,stupified
0,1,afterwhile
3,1,reincarnations
0,1,ravaging
0,1,mori
3,2,implicitly
0,1,subtextual
0,2,capriciousness
0,1,transgressively
3,2,inquiring
0,2,underpin
0,1,heinousness
1,5,accolade
0,3,tremulous
0,1,fallouts
0,1,cinematicism
0,1,relinquishes
2,1,communal
0,1,devastations
